r_cntr,object_id,ngood,flags,smss_j,raj2000,dej2000,e_raj2000,e_dej2000,mean_epoch,nimaflags,class_star,u_psf,e_u_psf,u_petro,e_u_petro,u_apc05,e_u_apc05,v_psf,e_v_psf,v_petro,e_v_petro,v_apc05,e_v_apc05,g_psf,e_g_psf,g_petro,e_g_petro,g_apc05,e_g_apc05,r_psf,e_r_psf,r_petro,e_r_petro,r_apc05,e_r_apc05,i_psf,e_i_psf,i_petro,e_i_petro,i_apc05,e_i_apc05,z_psf,e_z_psf,z_petro,e_z_petro,z_apc05,e_z_apc05,self_dist1,self_id1
103.49,430155476,17,3,100052.75-544701.6,150.219753,-54.78376,36,36,57610.866,0,0.983,,,,,,,,,,,,,18.1482,0.1017,18.4377,0.1132,18.3341,0.0961,17.6919,0.0354,17.8503,0.179,17.7232,0.0756,17.0532,0.0204,17.091,0.0789,17.0767,0.0327,16.659,0.0147,16.7312,0.0376,16.6773,0.0207,4.4,430155600
104.06,430156033,21,3,100038.65-544905.5,150.160957,-54.818347,39,233,57893.9316,0,0.968,,,,,,,18.1111,0.2282,18.0052,0.0994,18.4291,0.0721,17.4576,0.0465,17.6135,0.1113,17.4414,0.04,16.886,0.0294,16.7647,0.1554,16.8554,0.0523,16.4426,0.0236,16.3098,0.0262,16.4136,0.0167,16.1528,0.026,15.9243,0.0351,16.1206,0.0198,1.19,2618878342
104.27,430155598,7,1,100051.46-544631.5,150.214413,-54.775379,37,52,56925.9663,0,0.878,,,,,,,,,,,,,,,,,,,18.0705,0.1032,18.1365,0.3869,18.179,0.1861,17.4522,0.0976,17.6245,0.0675,17.6109,0.0595,17.3576,0.0565,17.5274,0.1887,17.3581,0.1168,10.36,430155535
104.28,430155600,9,3,100052.72-544657.3,150.219621,-54.78254,75,66,57338.3777,0,0.972,,,,,,,,,,,,,,,,,,,18.4024,0.0525,18.5133,0.2173,18.4912,0.1819,17.7376,0.0448,17.9508,0.117,17.7994,0.0695,17.2949,0.0367,17.3716,0.0457,17.3431,0.0295,4.4,430155476
104.38,430155493,14,1,100053.13-544729.3,150.221331,-54.791426,66,59,57755.7044,0,0.978,,,,,,,,,,,,,,,,,,,18.25,0.1285,18.5786,0.217,18.4299,0.1726,17.7491,0.0189,17.8427,0.031,17.7851,0.0255,17.3588,0.0272,17.4747,0.0491,17.3767,0.0274,5.92,430155497
104.48,430163742,29,3,100030.13-544639.8,150.125537,-54.777711,36,36,57975.0938,0,0.985,,,,,,,,,,,,,18.4185,0.0221,18.4497,0.0353,18.4311,0.031,17.3583,0.0131,17.4184,0.0403,17.3776,0.0235,16.348,0.0085,16.416,0.0104,16.3582,0.013,15.75,0.0111,15.8282,0.0153,15.7605,0.0148,7.56,430163749
104.71,430156075,5,0,100032.03-544833.9,150.133429,-54.80939,36,91,58091.2038,0,0.812,,,,,,,,,,,,,,,,,,,19.6537,0.0517,20.3106,0.1951,19.7743,0.0955,18.7774,0.0361,19.16,0.1794,18.8513,0.0644,18.3579,0.0501,18.6629,0.1176,18.4473,0.0828,7.8,430156076
104.86,430156005,31,3,100028.88-544728.4,150.120619,-54.79115,178,235,57921.7784,0,0.72,,,,,,,,,,,,,17.3166,0.1563,16.9347,0.0856,17.5575,0.0467,16.9623,0.1662,16.4229,0.0776,17.0968,0.0596,16.4939,0.0999,16.2211,0.086,16.6522,0.032,16.0668,0.1284,15.7374,0.0736,16.2862,0.0467,2.47,2618878307
105.15,2618878342,12,3,100038.65-544907.2,150.161073,-54.81867,46,79,58768.4817,0,0.396,,,,,,,17.8355,0.2033,17.8697,0.0645,18.3835,0.0466,16.263,0.2215,16.5416,0.0176,17.2053,0.0191,15.8477,0.1724,15.919,0.0466,16.6449,0.0225,15.5107,0.2687,15.4322,0.0498,16.2369,0.0329,15.6216,0.1147,15.2103,0.1547,15.8955,0.0363,1.19,430156033
105.23,430155778,24,3,100051.65-544816.5,150.215107,-54.804563,36,38,57848.79,0,0.978,,,,,,,,,,,,,18.1057,0.113,18.2336,0.1792,18.3552,0.0983,17.3822,0.0512,17.3026,0.0753,17.4238,0.0572,16.8575,0.017,16.7374,0.0412,16.85,0.0195,16.515,0.0185,16.3432,0.0787,16.5051,0.0178,6.51,430155780
105.35,430163464,10,1,100034.02-544558.1,150.141665,-54.766205,36,109,58194.1663,0,0.894,,,,,,,,,,,,,19.5848,0.1167,19.5964,0.1175,19.6367,0.0563,18.85,0.0635,19.2287,0.1832,18.9071,0.0762,18.138,0.0675,18.0763,0.0748,18.1181,0.0283,17.7116,0.0791,17.5814,0.053,17.7146,0.0473,6.37,2618886317
105.4,430155772,41,2,100052.69-544755.9,150.219532,-54.798844,36,56,58127.6424,1,0.974,,,,,,,18.3029,0.0315,18.3789,0.1288,18.3138,0.0369,17.0795,0.0152,16.9892,0.0456,17.0718,0.0133,16.517,0.0258,16.389,0.0385,16.5357,0.0147,16.0873,0.0214,16.0109,0.0125,16.0697,0.0118,15.7479,0.0282,15.6874,0.0168,15.7177,0.0145,7.94,430155760
105.55,2618886317,0,3,100033.39-544602.0,150.139161,-54.767229,36,36,59329.4051,15,0.013,13.3988,,12.5175,,15.6093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.57,430163479
105.89,430156076,33,2,100032.56-544839.9,150.135589,-54.811162,37,122,57996.9489,0,0.962,,,,,,,,,,,,,17.9463,0.0251,17.9696,0.0385,17.9468,0.0196,17.4305,0.0289,17.477,0.0269,17.4264,0.0218,17.0509,0.0258,16.9922,0.0329,16.9783,0.0151,16.812,0.0308,16.7526,0.0499,16.6776,0.0257,2.55,2618878388
106.56,430155478,30,3,100053.26-544708.5,150.221878,-54.785689,36,47,57909.607,0,0.983,,,,,,,,,,,,,17.5232,0.0185,17.1271,0.1062,17.536,0.0403,16.9729,0.0217,17.0781,0.0364,16.9884,0.0222,16.5422,0.0108,16.698,0.0129,16.5718,0.0143,16.3664,0.0135,16.5539,0.0263,16.412,0.0168,8.23,430155476
106.59,430155595,5,0,100040.32-544537.9,150.167943,-54.760487,36,36,58396.496,0,0.656,,,,,,,,,,,,,,,,,,,,,,,,,18.9716,0.0303,19.2736,0.0912,19.0521,0.0618,18.4553,0.0288,18.7754,0.1263,18.548,0.0887,8.42,430155594
106.67,2618878141,0,17,100046.33-544900.5,150.193068,-54.81683,36,36,57053.626,0,0.297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.5505,,17.5543,,17.6613,,6.57,430155866
106.91,430155872,1,1,100045.25-544905.0,150.188501,-54.817992,36,36,57743.6928,0,0.246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.0009,0.0539,21.1209,2.5069,19.1577,0.201,5.94,430155868
107.05,2618878307,18,3,100028.70-544729.3,150.119586,-54.79149,64,42,57818.1939,0,0.954,,,,,,,18.5207,0.1737,18.2924,0.0814,18.7656,0.0625,17.4307,0.1786,16.9711,0.1585,17.566,0.0514,17.208,0.1092,17.0853,0.2058,17.2975,0.0802,17.0353,0.0313,16.6069,0.091,16.9845,0.0216,16.625,0.0813,16.3423,0.1615,16.6562,0.0304,2.47,430156005
107.14,430155787,2,1,100050.93-544829.1,150.212163,-54.808079,36,131,56904.5379,0,0.816,,,,,,,,,,,,,,,,,,,,,,,,,18.0118,0.168,18.1218,0.1805,18.2646,0.1824,17.5871,0.1166,17.3517,0.1562,17.5688,0.1085,6.29,430155771
107.44,2618877731,7,3,100053.47-544718.8,150.222798,-54.788558,71,57,58744.4496,0,0.319,,,,,,,,,,,,,16.1086,0.183,15.7865,0.2338,17.1051,0.0481,15.5729,0.2376,15.1014,0.0209,16.7031,0.0256,14.8595,0.4096,14.5003,0.025,16.5362,0.0495,15.2277,0.2888,14.9763,0.0523,16.0437,0.051,2.14,430155494
107.46,430163479,14,3,100032.91-544603.2,150.137039,-54.767565,36,36,58216.1381,0,0.962,,,,,,,,,,,,,19.4147,0.019,18.8657,0.2265,19.3986,0.0395,18.8225,0.0246,18.7525,0.0641,18.8828,0.0648,18.2916,0.0149,18.3705,0.0353,18.3188,0.0281,17.8954,0.0217,17.8685,0.1468,17.8562,0.0419,4.57,2618886317
107.49,430155494,9,3,100053.50-544721.0,150.22286,-54.78915,39,37,57228.5729,0,0.892,,,,,,,,,,,,,,,,,,,17.8382,0.166,17.6739,0.1125,17.8884,0.0792,17.4462,0.0511,17.2339,0.1695,17.4737,0.0536,17.039,0.0488,16.8963,0.0489,17.0253,0.0304,2.14,2618877731
107.5,430156034,21,3,100038.66-544909.7,150.161039,-54.819334,36,38,57928.0718,0,0.98,,,,,,,,,,,,,17.3335,0.0446,17.3368,0.1622,17.3324,0.0461,16.7911,0.0252,16.7202,0.1368,16.7351,0.0427,16.2837,0.0112,16.198,0.0297,16.2694,0.016,16.0416,0.0143,15.9832,0.05,16.0403,0.0192,2.39,2618878342
107.64,430156069,32,1,100029.12-544754.1,150.121292,-54.798377,41,46,57942.3183,5,0.979,,,,,,,,,,,,,17.8411,0.0182,17.8655,0.0309,17.82,0.0185,17.2692,0.0241,17.3333,0.0464,17.2739,0.025,16.8086,0.0211,16.7659,0.0184,16.7512,0.0153,16.5037,0.0227,16.461,0.0334,16.429,0.0175,7.9,430156071
107.68,430163761,29,3,100028.86-544703.3,150.120213,-54.784229,36,40,57817.2202,4,0.983,,,,,,,,,,,,,17.5211,0.0181,17.5143,0.0392,17.5124,0.0249,17.0439,0.0253,17.0211,0.0258,17.0162,0.0249,16.6306,0.0121,16.6047,0.0214,16.5997,0.0143,16.3404,0.0138,16.3407,0.0179,16.3101,0.0176,5.14,430163763
107.7,430156046,56,3,100033.67-544850.8,150.140234,-54.814092,36,48,58079.5799,3,0.979,17.5834,0.0286,17.5328,0.063,17.5758,0.0377,17.0937,0.0169,16.9548,0.0542,17.1131,0.0197,15.8942,0.0116,15.8194,0.0141,15.9072,0.0108,15.4786,0.017,15.3966,0.0191,15.4971,0.0119,15.1768,0.0214,15.0654,0.0125,15.2071,0.0105,15.0511,0.0255,14.9177,0.019,15.0619,0.0134,7.13,430156051
107.73,430155580,4,0,100044.82-544541.5,150.186685,-54.761498,47,126,58287.6948,0,0.74,,,,,,,,,,,,,,,,,,,,,,,,,19.121,0.0355,19.2581,0.094,19.181,0.0628,,,,,,,8.88,430155584
107.98,430155791,49,3,100050.22-544838.0,150.20925,-54.810437,36,142,58207.955,4,0.982,17.5116,0.0275,17.4991,0.0518,17.5032,0.0261,17.1321,0.0202,17.0748,0.0533,17.1249,0.0168,15.9869,0.0195,15.8759,0.0137,16.015,0.0114,15.5803,0.0259,15.4432,0.0115,15.6272,0.0148,15.3334,0.0273,15.1454,0.0242,15.3679,0.0114,15.0806,0.0605,14.9643,0.0118,15.2239,0.0138,3.28,430155792
108.0,430156077,3,0,100030.97-544827.7,150.128959,-54.807645,72,114,58469.0292,0,0.511,,,,,,,,,,,,,,,,,,,,,,,,,19.3018,0.0572,19.3772,0.105,19.2903,0.0752,,,,,,,6.55,430156081
108.06,2618878337,2,0,100041.92-544911.9,150.174697,-54.819986,36,186,58831.6968,0,0.673,,,,,,,,,,,,,,,,,,,,,,,,,18.7034,0.2949,18.8994,0.3332,19.147,0.0823,,,,,,,11.43,430155889
108.09,2618878388,0,515,100032.47-544842.6,150.135302,-54.81185,36,36,57053.626,0,0.734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.7056,,17.9658,,17.8533,,2.55,430156076
108.31,430155544,9,3,100050.38-544611.8,150.209866,-54.769906,37,36,58126.2174,0,0.951,,,,,,,,,,,,,19.6415,0.0368,19.6559,0.0876,19.6472,0.0568,,,,,,,18.2845,0.0246,18.2833,0.0456,18.3253,0.031,17.9172,0.0329,18.0936,0.0569,17.9775,0.0444,6.15,430155540
108.47,430155769,51,3,100052.28-544812.7,150.217838,-54.80353,36,36,58127.8231,0,0.981,17.6214,0.0302,17.5005,0.0609,17.629,0.0311,17.1809,0.0159,17.005,0.0391,17.2007,0.0174,15.9798,0.0154,15.5149,0.0626,15.9819,0.0106,15.5243,0.0181,15.0552,0.0865,15.5425,0.0121,15.2289,0.0153,15.066,0.0652,15.2538,0.0108,15.0988,0.017,14.9944,0.0403,15.1087,0.0146,5.5,430155777
108.51,430155863,35,3,100047.88-544855.4,150.199442,-54.81537,36,41,58023.8937,3,0.986,,,,,,,,,,,,,17.1221,0.0101,17.1215,0.0278,17.1344,0.0184,16.0704,0.0092,16.1192,0.0154,16.0776,0.0131,15.1874,0.0086,15.2339,0.0111,15.1938,0.0122,14.6561,0.0102,14.7099,0.0104,14.6565,0.0131,7.87,430155864
108.87,430155577,20,3,100046.58-544546.4,150.194068,-54.762854,45,36,58106.0268,0,0.966,,,,,,,,,,,,,19.8126,0.0413,19.7049,0.1282,19.7832,0.0466,18.8488,0.0332,18.6216,0.069,18.8594,0.0336,18.0236,0.0199,17.9677,0.0482,17.9835,0.0211,17.6292,0.034,17.426,0.0656,17.6146,0.0328,4.82,430155576
109.1,430155543,15,3,100047.84-544552.3,150.199326,-54.764478,36,36,58175.6362,0,0.967,,,,,,,,,,,,,19.6994,0.0314,19.84,0.0934,19.6831,0.0583,18.8785,0.0277,19.0427,0.071,18.9009,0.0519,18.166,0.0138,18.3373,0.0316,18.2047,0.024,17.7551,0.0233,18.0551,0.0521,17.8308,0.0378,7.0,430155542
109.36,430155657,8,0,100037.25-544540.2,150.155124,-54.761094,36,36,58477.4857,0,0.678,,,,,,,,,,,,,19.8792,0.1124,19.9661,0.1257,19.8519,0.0658,19.0116,0.1213,19.0478,0.0851,18.9948,0.0547,18.3156,0.073,18.2976,0.0501,18.2651,0.0308,17.8753,0.115,17.8686,0.1006,17.8172,0.0525,6.35,430163456
109.53,430163483,12,3,100032.37-544604.8,150.134857,-54.767931,78,36,57963.1254,0,0.892,,,,,,,,,,,,,,,,,,,19.1205,0.0961,18.6971,0.0718,19.0898,0.0579,18.3262,0.0393,18.2764,0.035,18.3094,0.0276,17.8126,0.0406,17.473,0.1706,17.7046,0.0617,4.72,430163479
109.55,430155477,35,3,100053.72-544716.9,150.223766,-54.788066,36,115,57982.9616,0,0.983,,,,,,,18.0722,0.0317,18.1002,0.078,18.0719,0.0336,16.6238,0.0157,16.6573,0.0286,16.6379,0.0198,16.1118,0.0154,15.9982,0.0556,16.1187,0.0158,15.7064,0.0146,15.5869,0.0352,15.7277,0.0119,15.4175,0.0148,15.393,0.0421,15.4349,0.0139,2.68,2618877731
109.62,430156050,31,3,100034.63-544858.5,150.144242,-54.81626,36,95,57928.5802,0,0.98,,,,,,,,,,,,,17.6889,0.0284,17.4845,0.0711,17.6696,0.0362,17.0435,0.0247,16.8575,0.0629,17.0648,0.0196,16.5658,0.0158,16.4135,0.049,16.5739,0.0139,16.2336,0.0154,16.1995,0.0436,16.2458,0.0174,4.69,430156047
109.63,430155594,2,0,100041.22-544534.5,150.171687,-54.75959,36,100,58287.6955,0,0.551,,,,,,,,,,,,,,,,,,,,,,,,,19.0175,0.0303,19.4909,0.1942,19.078,0.1069,18.5625,0.0503,19.0171,0.1842,18.7664,0.1467,7.84,430155593
109.69,430163456,4,0,100036.55-544541.9,150.152192,-54.76159,36,42,58559.6961,0,0.637,,,,,,,,,,,,,,,,,,,,,,,,,19.2073,0.0358,19.5007,0.1009,19.2799,0.0743,18.6536,0.131,18.9458,0.1544,18.7437,0.1436,6.35,430155657
109.88,430155537,33,0,100051.22-544618.1,150.213384,-54.771684,36,56,58018.9117,1,0.983,,,,,,,,,,,,,18.2288,0.0134,18.3889,0.0229,18.2433,0.0179,17.0628,0.0138,17.1644,0.0251,17.0735,0.0173,15.9534,0.0085,16.0395,0.0088,15.9531,0.0119,15.2911,0.0116,15.4086,0.0141,15.3001,0.0138,9.71,430155544
109.91,430155771,56,3,100051.57-544826.2,150.214837,-54.807257,47,39,58151.7138,0,0.999,16.9842,0.0188,17.0418,0.0438,16.9908,0.0205,16.6638,0.0117,16.7057,0.0205,16.6646,0.014,15.4692,0.0075,15.4533,0.0141,15.4668,0.0106,15.1229,0.0086,15.1085,0.0187,15.1277,0.0115,14.8997,0.0096,14.8552,0.0176,14.9023,0.0104,14.8078,0.0129,14.7613,0.0186,14.8058,0.0133,6.29,430155787
109.94,2618878165,4,0,100043.44-544912.1,150.181002,-54.820042,73,85,58612.4689,0,0.784,17.8877,0.0553,18.1808,0.0887,17.984,0.0549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,430155874
110.0,430155874,21,3,100043.60-544911.5,150.181481,-54.820003,120,176,57982.0387,0,0.999,17.9864,0.1406,18.1117,0.158,18.2168,0.1354,,,,,,,15.6464,0.0777,15.6243,0.0738,15.692,0.0885,14.0995,0.0673,14.0437,0.0954,14.0909,0.0771,11.4388,0.0457,11.4442,0.0516,11.433,0.0474,10.1996,0.0286,10.2007,0.0278,10.1894,0.0289,1.0,2618878165
110.09,430163488,7,0,100031.34-544613.5,150.130473,-54.770388,36,63,58209.9806,0,0.646,,,,,,,,,,,,,,,,,,,,,,,,,19.1249,0.0218,19.344,0.0783,19.2177,0.0611,18.557,0.0279,18.7092,0.1027,18.5575,0.0728,8.45,430163490
110.25,430155792,2,3,100050.23-544840.9,150.20926,-54.811348,36,36,56904.5379,4,0.975,,,,,,,,,,,,,,,,,,,,,,,,,16.8564,0.0438,16.8636,0.083,16.8592,0.0608,16.427,0.1039,16.2088,0.0605,16.4102,0.0518,3.28,430155791
110.26,430163748,3,1024,100028.88-544652.2,150.120281,-54.781138,58,36,58322.8769,0,0.795,,,,,,,,,,,,,20.1083,0.0647,20.6781,0.1741,20.2466,0.09,19.2996,,19.8673,,19.356,,18.7466,0.056,19.5346,0.2212,18.8712,0.0928,18.4293,0.0487,19.9478,0.4782,18.859,0.162,8.09,430163764
110.42,430155796,5,1,100049.61-544846.3,150.206631,-54.812873,36,36,58178.8944,0,0.623,,,,,,,,,,,,,,,,,,,,,,,,,19.0999,0.0486,19.2343,0.0845,18.9833,0.0699,18.7141,0.0824,19.2489,0.3597,18.6218,0.1261,7.74,430155792
110.89,430156037,24,3,100036.88-544909.0,150.153603,-54.819144,36,45,57788.8555,4,0.97,,,,,,,,,,,,,17.9565,0.0486,18.2817,0.0699,18.0883,0.0635,17.4186,0.0285,17.5739,0.0615,17.4877,0.0639,16.8254,0.0142,16.7436,0.0288,16.8226,0.0163,16.5053,0.0183,16.484,0.0339,16.5174,0.0207,6.31,430156040
110.99,430163743,10,0,100030.24-544624.9,150.125935,-54.773543,36,36,58406.8465,0,0.827,,,,,,,,,,,,,20.1419,0.0548,20.5416,0.1551,20.237,0.0892,19.3297,0.0478,19.6616,0.116,19.4184,0.0726,18.6615,0.0198,19.0636,0.0666,18.7606,0.0429,18.1638,0.0315,18.4888,0.0792,18.2444,0.0571,6.03,430163489
111.07,430163749,7,0,100029.27-544640.5,150.121913,-54.7779,36,52,58209.9806,0,0.823,,,,,,,,,,,,,,,,,,,,,,,,,18.8686,0.0823,19.0649,0.0945,19.0554,0.0536,18.6118,0.1141,18.421,0.3029,18.5924,0.1649,7.56,430163742
111.12,430163769,2,0,100028.25-544729.8,150.117628,-54.791554,79,66,57053.6259,0,0.624,,,,,,,,,,,,,,,,,,,,,,,,,18.1346,0.0335,18.2537,0.1366,18.1046,0.1477,17.81,0.1753,17.9525,0.1484,17.9362,0.1554,4.07,2618878307
111.21,430155864,33,3,100047.30-544901.2,150.197054,-54.817068,36,172,57999.5428,3,0.978,,,,,,,,,,,,,16.3149,0.0283,15.8811,0.1506,16.3993,0.0502,15.0733,0.0184,14.6734,0.1048,15.1034,0.0112,13.9584,0.016,13.7943,0.0567,13.9857,0.011,13.2896,0.0267,13.1508,0.0314,13.3201,0.0142,4.79,430155865
111.41,430155589,25,3,100042.53-544533.5,150.177221,-54.759296,36,60,58100.8409,0,0.987,,,,,,,,,,,,,18.0078,0.0111,18.04,0.0353,18.0142,0.0199,17.4604,0.0143,17.5067,0.0278,17.4596,0.0223,16.9892,0.0111,17.0827,0.0179,17.0068,0.0192,16.6284,0.0273,16.7974,0.0612,16.6608,0.0337,7.04,430155588
111.53,430155491,33,3,100053.96-544727.3,150.224814,-54.790896,36,37,57979.4168,0,0.981,,,,,,,18.5467,0.052,18.4126,0.2751,18.5254,0.0509,17.3624,0.0129,17.3525,0.0324,17.3864,0.0235,16.8881,0.0214,16.722,0.0723,16.9001,0.0225,16.4417,0.0111,16.374,0.0335,16.4502,0.0135,16.1357,0.0119,16.175,0.0324,16.1457,0.0157,5.64,430155492
111.58,430155499,33,0,100053.86-544740.1,150.224307,-54.794465,70,55,58063.642,0,0.979,,,,,,,,,,,,,18.2783,0.0125,18.2419,0.0313,18.2811,0.0184,17.4917,0.0154,17.4351,0.0325,17.4973,0.0192,16.951,0.018,16.7747,0.0395,16.9437,0.0175,16.7164,0.022,16.5061,0.0426,16.6808,0.0182,7.97,430155492
111.69,430163462,27,0,100034.83-544546.4,150.145049,-54.762896,36,39,58086.3268,4,0.984,,,,,,,,,,,,,18.8521,0.0224,19.0457,0.047,18.8777,0.0289,17.5985,0.0194,17.7178,0.0244,17.6206,0.0228,16.4644,0.009,16.5583,0.0118,16.4781,0.0141,15.7751,0.0116,15.8633,0.0149,15.7864,0.0159,8.61,430163460
111.79,430156080,18,3,100031.04-544834.7,150.12927,-54.809607,36,36,58073.1054,0,0.974,,,,,,,,,,,,,19.3129,0.0241,19.4206,0.1238,19.332,0.0378,18.5793,0.0282,18.588,0.0986,18.5711,0.0552,17.9411,0.0121,18.0366,0.0636,17.9526,0.023,17.5522,0.0155,17.7196,0.0461,17.5644,0.0315,5.19,430156081
111.84,430155535,45,0,100052.63-544634.0,150.219243,-54.7761,36,36,58097.1935,6,0.998,15.6169,0.0157,15.6088,0.0166,15.6248,0.016,14.6366,0.0091,14.6346,0.0111,14.6364,0.0099,13.2858,0.0066,13.289,0.0061,13.2815,0.0089,12.6126,0.0104,12.6231,0.0102,12.6153,0.0128,12.0166,0.0112,12.0325,0.011,12.0173,0.014,11.5282,0.0124,11.5358,0.0121,11.5229,0.0153,8.4,430155536
112.31,430156078,11,3,100030.22-544825.8,150.125836,-54.80714,36,40,57735.2742,0,0.962,,,,,,,,,,,,,,,,,,,,,,,,,18.0813,0.0186,18.0813,0.0557,18.0404,0.0264,17.6212,0.0289,17.5482,0.0656,17.6016,0.0345,4.22,430156079
112.36,430155762,25,3,100052.92-544810.5,150.220441,-54.802887,36,37,57789.9206,0,0.984,,,,,,,,,,,,,17.2928,0.0313,17.3737,0.0642,17.2962,0.0372,16.6447,0.0193,16.6921,0.0502,16.6498,0.0265,16.2569,0.0089,16.283,0.0184,16.2663,0.0136,16.0664,0.0111,16.1195,0.0148,16.0659,0.016,5.88,430155769
112.38,430163489,9,0,100030.48-544619.3,150.126958,-54.771974,36,36,58299.4226,0,0.813,,,,,,,,,,,,,,,,,,,19.4429,0.0367,19.8016,0.1503,19.4842,0.0762,18.8584,0.0193,19.2877,0.07,19.0011,0.0458,18.402,0.025,18.7627,0.0941,18.5342,0.0715,6.03,430163743
112.58,430163763,42,3,100028.25-544703.9,150.117757,-54.784399,36,36,58108.2839,3,0.984,18.5517,0.0861,18.5192,0.1542,18.6043,0.0683,17.9508,0.0375,17.635,0.1154,18.0054,0.0284,16.7573,0.0179,16.5691,0.0701,16.8234,0.0402,16.1942,0.0139,16.0554,0.0642,16.2472,0.0352,15.7505,0.0116,15.7578,0.0247,15.7638,0.017,15.4132,0.0126,15.4344,0.0377,15.4269,0.0185,5.14,430163761
112.7,430156038,34,3,100037.66-544913.0,150.1569,-54.820258,36,36,58036.3797,0,0.981,,,,,,,18.8135,0.032,19.0871,0.14,18.8309,0.0643,17.1067,0.0145,17.0341,0.0277,17.1199,0.0194,16.4585,0.0132,16.3785,0.0357,16.4657,0.0158,15.9117,0.013,15.8213,0.0299,15.9146,0.0126,15.6075,0.0157,15.5564,0.0346,15.6132,0.0163,7.93,430156037
113.18,430155788,8,3,100051.34-544834.4,150.213872,-54.809545,36,36,56941.9236,0,0.971,,,,,,,,,,,,,17.7526,0.0719,17.4983,0.1154,17.7542,0.0853,17.2859,0.0302,17.2402,0.1133,17.2553,0.0483,16.8473,0.0251,16.6696,0.2307,16.8346,0.0344,16.484,0.05,16.2973,0.1571,16.4669,0.0396,4.11,430155790
113.21,430156047,3,3,100034.71-544903.2,150.144643,-54.817543,36,54,57876.3381,0,0.951,,,,,,,,,,,,,,,,,,,,,,,,,18.3574,0.0215,18.4689,0.0916,18.355,0.0651,18.0675,0.0813,18.2191,0.1802,18.1349,0.0817,4.69,430156050
113.22,430155576,5,1,100047.02-544543.4,150.195899,-54.762032,59,58,58178.8949,0,0.64,,,,,,,,,,,,,,,,,,,,,,,,,19.2056,0.0622,19.4495,0.2609,19.3035,0.0887,18.5773,0.0817,18.6529,0.1799,18.6528,0.0776,4.82,430155577
113.3,430155760,17,3,100053.54-544756.8,150.223282,-54.799282,36,36,58165.2456,0,0.922,,,,,,,,,,,,,19.25,0.1478,19.215,0.0642,19.4024,0.0398,18.3926,0.2307,18.4091,0.0609,18.5871,0.0444,18.1482,0.0634,17.6651,0.0687,17.9217,0.0481,17.6678,0.0772,17.5293,0.0905,17.632,0.0595,2.16,430155759
113.52,430155492,2,1,100054.17-544732.6,150.225642,-54.792389,85,82,57743.6942,0,0.657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.5826,0.0617,19.1892,0.3211,18.5509,0.0875,5.64,430155491
113.68,430163744,16,0,100029.36-544632.6,150.122315,-54.775699,36,44,58149.616,0,0.973,,,,,,,,,,,,,19.1694,0.0162,19.4096,0.0908,19.2156,0.0407,18.6104,0.0282,18.7188,0.0634,18.6393,0.037,18.1195,0.0156,18.212,0.0292,18.1167,0.0251,17.7556,0.0212,17.9323,0.0739,17.8092,0.0367,7.97,430163749
113.7,430156051,10,3,100032.89-544853.2,150.136997,-54.814759,84,36,57387.2382,0,0.981,,,,,,,18.5826,0.0276,18.7921,0.166,18.5793,0.0531,17.3878,0.0355,17.4065,0.1509,17.4138,0.0476,16.9043,0.0372,16.872,0.0506,16.9278,0.0323,16.4225,0.0596,16.3838,0.0794,16.376,0.0867,16.1469,0.0472,16.1539,0.051,16.1335,0.0489,3.37,430156052
114.04,430155540,31,3,100050.70-544606.5,150.211161,-54.76837,60,191,58090.8068,4,0.679,,,,,,,,,,,,,18.1621,0.0746,17.7813,0.0385,18.2471,0.0183,17.356,0.0473,16.883,0.044,17.4024,0.0186,16.4919,0.0672,16.1042,0.0425,16.6477,0.0136,16.0154,0.068,15.6953,0.0412,16.1653,0.0161,4.97,430155539
114.34,430156081,4,3,100030.50-544832.7,150.126962,-54.809053,36,41,57743.6935,0,0.798,,,,,,,,,,,,,,,,,,,,,,,,,18.6571,0.0699,18.5602,0.1286,18.7066,0.0573,18.2103,0.048,18.1005,0.2146,18.221,0.0693,4.71,430156082
114.58,430156071,4,0,100028.48-544759.9,150.118636,-54.799951,43,38,57257.3233,0,0.863,,,,,,,,,,,,,,,,,,,,,,,,,17.9025,0.0484,18.099,0.0997,17.9214,0.0964,17.4392,0.0337,17.5367,0.089,17.4703,0.0774,5.56,430156072
114.8,430163481,8,0,100032.34-544557.8,150.134698,-54.766036,36,69,58065.4363,0,0.711,,,,,,,,,,,,,,,,,,,,,,,,,18.8944,0.0396,19.2153,0.07,19.0215,0.052,18.4402,0.0503,18.5296,0.13,18.4786,0.0662,6.83,430163483
114.93,430155588,20,3,100043.30-544530.9,150.180362,-54.758565,36,56,58132.3518,3,0.635,,,,,,,,,,,,,18.2201,0.072,18.021,0.0547,18.2458,0.0226,17.6882,0.0822,17.4605,0.0535,17.6295,0.0387,17.0928,0.0511,16.8881,0.0625,17.0703,0.0235,16.7117,0.0465,16.4651,0.0979,16.6728,0.0264,6.68,430155579
