,RA,DEC,_r,recno,ID,F555W,e_F555W,F814W,e_F814W,RAJ2000,DEJ2000,MPG,d,in_field,Weight
7870,14.74114167,-72.16502222,0.015,21544,23648,23.089,0.022,22.501,0.018,00 58 57.874,-72 09 54.08,,1.9073673,IN,2
11236,14.75570833,-72.17979167,0.004492,19054,20736,22.895,0.015,22.21,0.009,00 59 01.370,-72 10 47.25,,1.9073673,IN,2
4670,14.72227083,-72.18574722,0.016331,20506,22424,23.012,0.018,22.385,0.027,00 58 53.345,-72 11 08.69,,1.9078118,IN,2
16532,14.77289583,-72.174775,0.003062,24317,26933,23.296,0.032,22.811,0.052,00 59 05.495,-72 10 29.19,,1.9078118,IN,2
21954,14.79211667,-72.19118333,0.015498,21404,23483,23.078,0.017,22.484,0.028,00 59 10.108,-72 11 28.26,,1.9078126,IN,2
26789,14.81612083,-72.15781111,0.024532,21239,23285,23.068,0.026,22.469,0.019,00 59 15.869,-72 09 28.12,,1.9078144,IN,2
1237,14.69764167,-72.18040556,0.021829,20997,23005,23.049,0.018,22.44,0.013,00 58 47.434,-72 10 49.46,,1.9082596,IN,2
3757,14.71579167,-72.1924,0.021918,20728,22677,23.029,0.011,22.41,0.02,00 58 51.790,-72 11 32.64,,1.9082596,IN,2
10098,14.7513,-72.16546667,0.013115,22078,24287,23.13,0.016,22.561,0.01,00 59 00.312,-72 09 55.68,,1.9087057,IN,2
31220,14.84605833,-72.19847222,0.031704,20286,22179,22.994,0.042,22.357,0.046,00 59 23.054,-72 11 54.50,,1.9087065,IN,2
17153,14.77476667,-72.19743056,0.020027,22012,24206,23.124,0.018,22.552,0.017,00 59 05.944,-72 11 50.75,,1.9087083,IN,2
16981,14.77421667,-72.15565833,0.021916,19233,20952,22.911,0.031,22.232,0.05,00 59 05.812,-72 09 20.37,,1.9091536,IN,2
18346,14.7787,-72.15366111,0.024049,22342,24604,23.15,0.02,22.59,0.017,00 59 06.888,-72 09 13.18,,1.9096013,IN,2
24934,14.80581667,-72.1722,0.012639,22001,24192,23.124,0.015,22.551,0.017,00 59 13.396,-72 10 19.92,,1.9096023,IN,2
23349,14.79834167,-72.16444167,0.015967,21080,23104,23.055,0.025,22.447,0.019,00 59 11.602,-72 09 51.99,,1.9100492,IN,2
15509,14.76980417,-72.16689167,0.010618,16921,18296,22.723,0.044,21.949,0.094,00 59 04.753,-72 10 00.81,,1.9100492,IN,2
14308,14.76607917,-72.189525,0.012045,22312,24568,23.147,0.019,22.585,0.016,00 59 03.859,-72 11 22.29,,1.9100492,IN,2
27776,14.8220125,-72.17370833,0.016863,19045,20721,22.894,0.011,22.205,0.013,00 59 17.283,-72 10 25.35,,1.9104953,IN,2
15700,14.7703875,-72.15836389,0.019146,16132,17408,22.66,0.033,21.854,0.057,00 59 04.893,-72 09 30.11,,1.9104961,IN,2
23543,14.79919583,-72.15278889,0.026457,18809,20453,22.874,0.02,22.175,0.022,00 59 11.807,-72 09 10.04,,1.9104979,IN,2
17011,14.7743125,-72.18215833,0.005005,21989,24179,23.125,0.033,22.551,0.017,00 59 05.835,-72 10 55.77,,1.9109432,IN,2
23926,14.80100417,-72.15871111,0.021286,21184,23221,23.063,0.017,22.458,0.016,00 59 12.241,-72 09 31.36,,1.9109432,IN,2
18592,14.77944583,-72.19825556,0.021032,15908,17148,22.641,0.039,21.825,0.087,00 59 07.067,-72 11 53.72,,1.910944,IN,2
21209,14.78881667,-72.190975,0.014861,21392,23470,23.079,0.034,22.482,0.031,00 59 09.316,-72 11 27.51,,1.910944,IN,2
19133,14.78132917,-72.17161944,0.0071,18355,19922,22.838,0.014,22.12,0.019,00 59 07.519,-72 10 17.83,,1.9113892,IN,2
25692,14.80996667,-72.15989444,0.021737,20897,22879,23.042,0.022,22.426,0.024,00 59 14.392,-72 09 35.62,,1.9113901,IN,2
1210,14.6974625,-72.17553889,0.021781,20723,22672,23.028,0.017,22.405,0.028,00 58 47.391,-72 10 31.94,,1.9113901,IN,2
19859,14.78377917,-72.20115278,0.02412,21882,24046,23.114,0.019,22.534,0.017,00 59 08.107,-72 12 04.15,,1.9113909,IN,2
17832,14.77690833,-72.15510833,0.022545,21507,23605,23.086,0.014,22.492,0.019,00 59 06.458,-72 09 18.39,,1.9113909,IN,2
29761,14.83535833,-72.17708889,0.020519,21970,24160,23.123,0.019,22.547,0.017,00 59 20.486,-72 10 37.52,,1.9118363,IN,2
13456,14.76329583,-72.198625,0.021181,18744,20375,22.871,0.016,22.169,0.017,00 59 03.191,-72 11 55.05,,1.9118379,IN,2
20276,14.78528333,-72.15724167,0.020913,19855,21673,22.963,0.028,22.307,0.018,00 59 08.468,-72 09 26.07,,1.9118379,IN,2
17500,14.77580417,-72.19017778,0.012882,17706,19175,22.783,0.015,22.037,0.018,00 59 06.193,-72 11 24.64,,1.9118388,IN,2
21266,14.78907083,-72.15448611,0.023874,21542,23644,23.089,0.03,22.496,0.023,00 59 09.377,-72 09 16.15,,1.9118388,IN,2
16770,14.77358333,-72.16406667,0.013529,21349,23418,23.075,0.013,22.475,0.009,00 59 05.660,-72 09 50.64,,1.9118388,IN,2
7639,14.73994583,-72.16009444,0.019455,19877,21700,22.966,0.023,22.311,0.028,00 58 57.587,-72 09 36.34,,1.912284,IN,2
13075,14.7620375,-72.17669722,0.002088,21852,24012,23.112,0.099,22.53,0.072,00 59 02.889,-72 10 36.11,,1.912284,IN,2
13211,14.76252917,-72.15486111,0.022709,20766,22721,23.032,0.037,22.41,0.038,00 59 03.007,-72 09 17.50,,1.9122849,IN,2
11415,14.7563625,-72.16608056,0.011993,20409,22316,23.004,0.013,22.368,0.012,00 59 01.527,-72 09 57.89,,1.9122849,IN,2
5506,14.7276875,-72.20076111,0.026375,19172,20876,22.906,0.024,22.221,0.02,00 58 54.645,-72 12 02.74,,1.9122849,IN,2
28955,14.82962917,-72.18580833,0.020514,23829,26346,23.262,0.022,22.755,0.024,00 59 19.111,-72 11 08.91,,1.9122849,IN,2
18292,14.77852083,-72.15288056,0.024816,18599,20206,22.86,0.058,22.152,0.073,00 59 06.845,-72 09 10.37,,1.9122857,IN,2
15562,14.7699625,-72.15414167,0.023364,23229,25646,23.217,0.092,22.687,0.076,00 59 04.791,-72 09 14.91,,1.912731,IN,2
5381,14.72692083,-72.15671667,0.024347,20858,22833,23.039,0.055,22.42,0.044,00 58 54.461,-72 09 24.18,,1.9127319,IN,2
31187,14.84579167,-72.15938611,0.029845,20121,21988,22.985,0.019,22.339,0.02,00 59 22.990,-72 09 33.79,,1.9127327,IN,2
21091,14.78829583,-72.16238056,0.016308,19832,21647,22.961,0.075,22.303,0.073,00 59 09.191,-72 09 44.57,,1.9127336,IN,2
30373,14.83962917,-72.17040833,0.022949,20654,22591,23.023,0.017,22.396,0.018,00 59 21.511,-72 10 13.47,,1.9127336,IN,2
18040,14.7776375,-72.16513889,0.012685,20011,21857,22.976,0.019,22.325,0.029,00 59 06.633,-72 09 54.50,,1.9131788,IN,2
8778,14.74565417,-72.18579167,0.010813,19617,21399,22.942,0.016,22.274,0.018,00 58 58.957,-72 11 08.85,,1.9131788,IN,2
14424,14.766375,-72.16348889,0.014024,16559,17889,22.694,0.033,21.902,0.069,00 59 03.930,-72 09 48.56,,1.9131796,IN,2
3143,14.7114875,-72.16388889,0.022095,21494,23589,23.084,0.021,22.487,0.023,00 58 50.757,-72 09 50.00,,1.9131796,IN,2
19226,14.78159167,-72.16275556,0.015293,19060,20745,22.896,0.014,22.205,0.015,00 59 07.582,-72 09 45.92,,1.9131796,IN,2
17866,14.77703333,-72.159575,0.018122,18767,20404,22.873,0.026,22.17,0.036,00 59 06.488,-72 09 34.47,,1.9136258,IN,2
15467,14.769675,-72.16104722,0.016458,23190,25600,23.213,0.024,22.68,0.023,00 59 04.722,-72 09 39.77,,1.9136258,IN,2
3340,14.71279583,-72.16314722,0.022252,22108,24323,23.133,0.024,22.56,0.028,00 58 51.071,-72 09 47.33,,1.9136267,IN,2
20193,14.78497083,-72.18125,0.006324,20814,22777,23.035,0.015,22.413,0.023,00 59 08.393,-72 10 52.50,,1.9136267,IN,2
17433,14.775575,-72.15337778,0.024224,20191,22071,22.989,0.017,22.344,0.016,00 59 06.138,-72 09 12.16,,1.9136275,IN,2
11141,14.7553125,-72.16371389,0.014351,18374,19944,22.839,0.02,22.119,0.022,00 59 01.275,-72 09 49.37,,1.9136283,IN,2
5335,14.72655,-72.19028611,0.018081,22367,24631,23.154,0.017,22.591,0.015,00 58 54.372,-72 11 25.03,,1.9140736,IN,2
1260,14.69785417,-72.19110833,0.025498,16824,18185,22.716,0.048,21.934,0.083,00 58 47.485,-72 11 27.99,,1.9140736,IN,2
11977,14.75837083,-72.16050556,0.017266,21033,23045,23.052,0.024,22.438,0.014,00 59 02.009,-72 09 37.82,,1.9140744,IN,2
14330,14.76615833,-72.16518611,0.012332,21848,24006,23.11,0.016,22.525,0.015,00 59 03.878,-72 09 54.67,,1.9140754,IN,2
24140,14.80193333,-72.16393889,0.017022,21497,23593,23.085,0.017,22.487,0.014,00 59 12.464,-72 09 50.18,,1.9145206,IN,2
28198,14.8249,-72.15677222,0.027013,20648,22585,23.024,0.027,22.395,0.023,00 59 17.976,-72 09 24.38,,1.9149684,IN,2
3430,14.71346667,-72.18790556,0.019751,21165,23200,23.06,0.022,22.449,0.022,00 58 51.232,-72 11 16.46,,1.9149684,IN,2
6664,14.73480417,-72.199675,0.024432,19456,21207,22.928,0.015,22.251,0.039,00 58 56.353,-72 11 58.83,,1.9149684,IN,2
24538,14.803925,-72.15616111,0.023962,24607,27278,23.316,0.026,22.833,0.023,00 59 12.942,-72 09 22.18,,1.9149684,IN,2
20222,14.7850625,-72.19085278,0.0143,19403,21144,22.922,0.02,22.242,0.016,00 59 08.415,-72 11 27.07,,1.9149692,IN,2
5637,14.72851667,-72.16494167,0.017502,20607,22539,23.02,0.025,22.389,0.024,00 58 54.844,-72 09 53.79,,1.9149692,IN,2
1485,14.69975833,-72.18633056,0.022766,19760,21563,22.953,0.02,22.288,0.013,00 58 47.942,-72 11 10.79,,1.9154146,IN,2
15045,14.76837083,-72.16086389,0.016636,19366,21098,22.921,0.027,22.24,0.021,00 59 04.409,-72 09 39.11,,1.9154154,IN,2
7000,14.73656667,-72.15385278,0.02557,21830,23983,23.109,0.033,22.522,0.033,00 58 56.776,-72 09 13.87,,1.9154154,IN,2
18263,14.77841667,-72.18910833,0.012011,20490,22406,23.011,0.021,22.375,0.014,00 59 06.820,-72 11 20.79,,1.9154154,IN,2
11907,14.75813333,-72.15333333,0.024368,20953,22950,23.045,0.022,22.426,0.026,00 59 01.952,-72 09 12.00,,1.9154154,IN,2
19316,14.78187083,-72.15574722,0.022144,21761,23902,23.103,0.019,22.513,0.021,00 59 07.649,-72 09 20.69,,1.9154162,IN,2
28233,14.8251125,-72.17644722,0.017411,21647,23766,23.096,0.018,22.502,0.018,00 59 18.027,-72 10 35.21,,1.9158632,IN,2
22338,14.79385417,-72.15876111,0.020303,22362,24625,23.152,0.017,22.586,0.016,00 59 10.525,-72 09 31.54,,1.9158632,IN,2
21727,14.79108333,-72.19690556,0.020616,5266,5624,21.233,0.019,19.707,0.019,00 59 09.860,-72 11 48.86,,1.9163094,IN,2
1616,14.70070833,-72.18027222,0.020881,21845,24003,23.111,0.021,22.524,0.013,00 58 48.170,-72 10 48.98,,1.9163102,IN,2
886,14.6948125,-72.19626944,0.029294,21880,24044,23.113,0.015,22.527,0.015,00 58 46.755,-72 11 46.57,,1.916311,IN,2
3589,14.7146375,-72.16028889,0.023803,21913,24081,23.116,0.049,22.531,0.042,00 58 51.513,-72 09 37.04,,1.9167563,IN,2
3655,14.715,-72.17472222,0.01656,20584,22514,23.018,0.021,22.384,0.016,00 58 51.600,-72 10 29.00,,1.9167563,IN,2
14909,14.76795,-72.19960833,0.022109,19096,20786,22.9,0.016,22.207,0.016,00 59 04.308,-72 11 58.59,,1.9167563,IN,2
1927,14.70297917,-72.166975,0.022608,23661,26150,23.25,0.031,22.732,0.048,00 58 48.715,-72 10 01.11,,1.9167571,IN,2
14296,14.76605,-72.17397222,0.003596,19517,21282,22.934,0.094,22.258,0.086,00 59 03.852,-72 10 26.30,,1.916758,IN,2
4969,14.7243125,-72.18713611,0.016562,19092,20781,22.898,0.025,22.204,0.029,00 58 53.835,-72 11 13.69,,1.916758,IN,2
20033,14.78441667,-72.19389167,0.017114,23446,25899,23.237,0.023,22.712,0.018,00 59 08.260,-72 11 38.01,,1.9172041,IN,2
19494,14.78244583,-72.157,0.020951,20813,22776,23.035,0.016,22.409,0.016,00 59 07.787,-72 09 25.20,,1.9172041,IN,2
30640,14.8415125,-72.19283056,0.027134,23259,25678,23.219,0.037,22.685,0.037,00 59 21.963,-72 11 34.19,,1.917205,IN,2
1886,14.70277083,-72.18019444,0.020245,21195,23235,23.065,0.02,22.454,0.021,00 58 48.665,-72 10 48.70,,1.917205,IN,2
5417,14.72718333,-72.15599167,0.024928,19689,21486,22.947,0.035,22.277,0.046,00 58 54.524,-72 09 21.57,,1.917205,IN,2
6117,14.7315875,-72.15743333,0.023006,23539,26009,23.244,0.051,22.722,0.053,00 58 55.581,-72 09 26.76,,1.917651,IN,2
16980,14.77421667,-72.18895556,0.011596,15808,17038,22.632,0.016,21.804,0.013,00 59 05.812,-72 11 20.24,,1.917651,IN,2
10488,14.75280833,-72.15643333,0.021597,19372,21107,22.92,0.02,22.236,0.019,00 59 00.674,-72 09 23.16,,1.9176519,IN,2
10249,14.7518375,-72.15759444,0.020537,22940,25310,23.198,0.019,22.653,0.023,00 59 00.441,-72 09 27.34,,1.9176519,IN,2
23357,14.79836667,-72.15475833,0.024531,20664,22602,23.024,0.014,22.392,0.011,00 59 11.608,-72 09 17.13,,1.9176519,IN,2
19028,14.78095,-72.15547778,0.022359,21365,23435,23.076,0.022,22.47,0.017,00 59 07.428,-72 09 19.72,,1.9176527,IN,2
4553,14.72134167,-72.17428889,0.014738,19740,21541,22.95,0.017,22.281,0.021,00 58 53.122,-72 10 27.44,,1.9176527,IN,2
29270,14.83174167,-72.16348889,0.023942,20894,22875,23.043,0.016,22.42,0.02,00 59 19.618,-72 09 48.56,,1.918098,IN,2
10969,14.75462083,-72.19344444,0.016487,22304,24555,23.147,0.024,22.576,0.021,00 59 01.109,-72 11 36.40,,1.918098,IN,2
1566,14.70036667,-72.18178333,0.021237,19852,21669,22.963,0.018,22.3,0.014,00 58 48.088,-72 10 54.42,,1.9180989,IN,2
9320,14.748025,-72.16109444,0.017545,21820,23973,23.109,0.02,22.519,0.024,00 58 59.526,-72 09 39.94,,1.9180989,IN,2
24177,14.80209583,-72.15628056,0.023604,22273,24517,23.145,0.018,22.573,0.016,00 59 12.503,-72 09 22.61,,1.9180998,IN,2
7129,14.73735,-72.16651944,0.01451,21883,24047,23.113,0.015,22.525,0.016,00 58 56.964,-72 09 59.47,,1.9181006,IN,2
31567,14.8487625,-72.16323333,0.02846,22754,25088,23.182,0.019,22.628,0.026,00 59 23.703,-72 09 47.64,,1.918545,IN,2
9003,14.74652917,-72.18093889,0.007507,25684,28580,23.39,0.061,22.94,0.056,00 58 59.167,-72 10 51.38,,1.918545,IN,2
12233,14.75924167,-72.15584722,0.021831,21323,23382,23.074,0.025,22.466,0.02,00 59 02.218,-72 09 21.05,,1.9185458,IN,2
23581,14.79937917,-72.15346944,0.025843,20546,22472,23.014,0.028,22.376,0.039,00 59 11.851,-72 09 12.49,,1.9185467,IN,2
22853,14.79612083,-72.16454444,0.015499,21656,23776,23.096,0.015,22.499,0.017,00 59 11.069,-72 09 52.36,,1.9185467,IN,2
16626,14.77314167,-72.16161667,0.015951,19593,21370,22.941,0.02,22.266,0.011,00 59 05.554,-72 09 41.82,,1.9189929,IN,2
14397,14.76630833,-72.18313333,0.005667,21637,23755,23.095,0.033,22.497,0.03,00 59 03.914,-72 10 59.28,,1.9189929,IN,2
29764,14.83536667,-72.17265,0.021085,23199,25610,23.213,0.028,22.674,0.018,00 59 20.488,-72 10 21.54,,1.9189929,IN,2
1112,14.69668333,-72.19084167,0.025663,20046,21897,22.979,0.02,22.323,0.021,00 58 47.204,-72 11 27.03,,1.9189937,IN,2
30348,14.83947083,-72.15483611,0.031437,19209,20922,22.909,0.038,22.218,0.053,00 59 21.473,-72 09 17.41,,1.9189937,IN,2
14670,14.76719167,-72.15259167,0.024911,19636,21424,22.945,0.031,22.272,0.02,00 59 04.126,-72 09 09.33,,1.9189937,IN,2
21009,14.78797083,-72.1874,0.011581,20079,21937,22.981,0.016,22.326,0.022,00 59 09.113,-72 11 14.64,,1.9189945,IN,2
1273,14.69803333,-72.18562222,0.022994,21874,24037,23.113,0.012,22.524,0.016,00 58 47.528,-72 11 08.24,,1.9189945,IN,2
11929,14.75821667,-72.15861944,0.019133,21198,23239,23.064,0.021,22.45,0.025,00 59 01.972,-72 09 31.03,,1.919439,IN,2
23228,14.79780833,-72.18413889,0.0112,22361,24624,23.15,0.016,22.579,0.014,00 59 11.474,-72 11 02.90,,1.9194398,IN,2
25255,14.8076125,-72.19858333,0.024267,20129,21998,22.984,0.022,22.33,0.022,00 59 13.827,-72 11 54.90,,1.9194398,IN,2
21884,14.79177917,-72.16288611,0.016282,20396,22303,23.004,0.02,22.36,0.039,00 59 10.027,-72 09 46.39,,1.9194398,IN,2
28286,14.82536667,-72.19248889,0.023003,18001,19512,22.806,0.049,22.063,0.078,00 59 18.088,-72 11 32.96,,1.9194406,IN,2
30572,14.841075,-72.16068333,0.027909,22647,24957,23.174,0.019,22.615,0.024,00 59 21.858,-72 09 38.46,,1.9194406,IN,2
25258,14.80761667,-72.16765556,0.015542,22267,24511,23.146,0.01,22.573,0.009,00 59 13.828,-72 10 03.56,,1.9194406,IN,2
23086,14.79715,-72.17136389,0.010746,22104,24319,23.132,0.015,22.552,0.016,00 59 11.316,-72 10 16.91,,1.9194406,IN,2
1286,14.69813333,-72.16346944,0.025668,22566,24864,23.166,0.037,22.603,0.028,00 58 47.552,-72 09 48.49,,1.9194406,IN,2
833,14.69433333,-72.19066111,0.026188,20461,22373,23.006,0.016,22.363,0.02,00 58 46.640,-72 11 26.38,,1.9194406,IN,2
30641,14.84151667,-72.19818611,0.030481,22115,24331,23.134,0.038,22.555,0.053,00 59 21.964,-72 11 53.47,,1.9194415,IN,2
6473,14.73369167,-72.193575,0.019254,21969,24159,23.123,0.019,22.538,0.024,00 58 56.086,-72 11 36.87,,1.9198867,IN,2
19536,14.7825625,-72.15451944,0.02339,18110,19638,22.819,0.021,22.082,0.018,00 59 07.815,-72 09 16.27,,1.9198877,IN,2
24226,14.8023375,-72.17817778,0.010429,20777,22732,23.031,0.012,22.4,0.018,00 59 12.561,-72 10 41.44,,1.9198885,IN,2
31470,14.8479375,-72.16473333,0.027514,19794,21607,22.957,0.02,22.289,0.023,00 59 23.505,-72 09 53.04,,1.9198893,IN,2
12837,14.76124583,-72.15361944,0.023979,23431,25883,23.235,0.03,22.706,0.028,00 59 02.699,-72 09 13.03,,1.9198893,IN,2
26590,14.81506667,-72.17250278,0.015153,20153,22025,22.984,0.013,22.329,0.012,00 59 15.616,-72 10 21.01,,1.9203337,IN,2
3964,14.71718333,-72.15566111,0.026876,22769,25105,23.182,0.055,22.626,0.049,00 58 52.124,-72 09 20.38,,1.9203346,IN,2
18349,14.77870417,-72.16401389,0.013855,21363,23433,23.078,0.039,22.47,0.041,00 59 06.889,-72 09 50.45,,1.9203346,IN,2
5302,14.7263,-72.16756389,0.016258,21285,23337,23.07,0.023,22.458,0.019,00 58 54.312,-72 10 03.23,,1.9203346,IN,2
17096,14.77457917,-72.16105278,0.016558,20094,21954,22.982,0.018,22.326,0.017,00 59 05.899,-72 09 39.79,,1.9203354,IN,2
12939,14.7615625,-72.15425278,0.02334,20374,22276,23.002,0.017,22.356,0.024,00 59 02.775,-72 09 15.31,,1.9203354,IN,2
951,14.69542083,-72.16210833,0.027117,22132,24350,23.134,0.029,22.554,0.042,00 58 46.901,-72 09 43.59,,1.9203354,IN,2
31149,14.8454125,-72.17724722,0.023593,18005,19516,22.808,0.025,22.065,0.042,00 59 22.899,-72 10 38.09,,1.9203354,IN,2
24656,14.80449167,-72.16333056,0.017982,21649,23768,23.096,0.018,22.497,0.013,00 59 13.078,-72 09 47.99,,1.9203362,IN,2
12737,14.76092917,-72.16041389,0.017236,22452,24728,23.158,0.026,22.59,0.041,00 59 02.623,-72 09 37.49,,1.9203362,IN,2
13363,14.76298333,-72.15603333,0.021529,22793,25136,23.186,0.019,22.632,0.026,00 59 03.116,-72 09 21.72,,1.9203362,IN,2
7611,14.73975417,-72.15425556,0.024838,21818,23971,23.109,0.027,22.516,0.019,00 58 57.541,-72 09 15.32,,1.9207807,IN,2
16101,14.7716,-72.15283056,0.02469,18923,20582,22.887,0.039,22.183,0.057,00 59 05.184,-72 09 10.19,,1.9207807,IN,2
6787,14.73547917,-72.16353889,0.017208,21833,23986,23.109,0.02,22.516,0.019,00 58 56.515,-72 09 48.74,,1.9207807,IN,2
16103,14.77160417,-72.17632778,0.001542,11096,11844,22.139,0.07,21.061,0.028,00 59 05.185,-72 10 34.78,,1.9207815,IN,2
1964,14.70326667,-72.15906667,0.027144,20429,22338,23.007,0.046,22.363,0.041,00 58 48.784,-72 09 32.64,,1.9207815,IN,2
19659,14.78303333,-72.15790833,0.020102,18863,20514,22.879,0.058,22.171,0.037,00 59 07.928,-72 09 28.47,,1.9207824,IN,2
20591,14.78645833,-72.16109722,0.017316,15579,16772,22.611,0.046,21.769,0.071,00 59 08.750,-72 09 39.95,,1.9207833,IN,2
16733,14.77346667,-72.19815,0.02071,22073,24281,23.131,0.016,22.549,0.015,00 59 05.632,-72 11 53.34,,1.9207833,IN,2
22157,14.79306667,-72.17440278,0.00818,22083,24293,23.131,0.06,22.549,0.046,00 59 10.336,-72 10 27.85,,1.9207833,IN,2
13579,14.76367917,-72.15699722,0.020552,20459,22370,23.009,0.019,22.366,0.028,00 59 03.283,-72 09 25.19,,1.9207841,IN,2
13061,14.76198333,-72.15804722,0.01955,19031,20703,22.894,0.024,22.193,0.048,00 59 02.876,-72 09 28.97,,1.9212277,IN,2
16566,14.773,-72.16049444,0.017065,21965,24154,23.122,0.03,22.535,0.042,00 59 05.520,-72 09 37.78,,1.9212294,IN,2
25723,14.81012083,-72.18126667,0.013332,22141,24361,23.136,0.013,22.556,0.011,00 59 14.429,-72 10 52.56,,1.9212294,IN,2
17603,14.77615833,-72.15808056,0.019567,18249,19803,22.83,0.042,22.097,0.058,00 59 06.278,-72 09 29.09,,1.9212294,IN,2
8704,14.74527083,-72.16001111,0.018861,21178,23215,23.062,0.032,22.445,0.023,00 58 58.865,-72 09 36.04,,1.9212302,IN,2
20009,14.784325,-72.15561111,0.02243,18899,20554,22.883,0.018,22.176,0.025,00 59 08.238,-72 09 20.20,,1.9216754,IN,2
